date,card_number,type,amount
2018-09-06,180026529122308,F,552
2020-02-05,676260582009,B,323
2020-04-23,375363775633620,T,42
2018-09-27,4265599625824794693,T,982
2018-10-24,3565199929168517,E,126
2019-01-09,4685331865133,E,217
2019-05-31,4803293000480210227,R,472
2018-01-17,4493921291313375051,C,781
2019-11-02,30134064186621,T,705
2020-05-07,30499211682784,B,559
2018-10-10,4210678895963,F,423
2019-08-26,30226559672121,B,947
2018-10-02,4400489607700773,C,954
2018-08-12,3565108122917174,B,90
2018-08-09,213130015801788,B,434
2018-10-26,4460867040694850,R,50
2019-09-26,6011207862956476,E,975
2020-04-04,180034889564523,B,347
2018-11-17,6011507487431270,C,750
2018-08-01,2269746335204475,B,89
2019-06-25,6011434947129255,R,498
2020-03-12,4265611144768229,B,721
2019-04-17,180067699123106,R,227
2018-02-18,36771140739529,T,361
2019-01-12,3580522188055185,R,627
2019-04-21,6582925760235136,T,781
2020-04-21,2260663694408424,B,438
2018-08-29,3535845552316974,B,491
2018-05-08,36836135607047,E,737
2018-05-02,30119228124089,T,908
2018-11-04,3592318761529191,E,855
2020-04-24,5484109148791851,B,787
2020-04-10,3522975683537241,E,30
2019-01-11,501881393059,T,511
2018-05-21,4203524000089033,C,879
2019-12-08,6011085501549898,R,419
2019-04-14,180077363975301,T,959
2019-09-22,4123627336169747158,C,634
2019-04-21,4956835745810,R,545
2018-10-30,4746496403561324873,R,362
2019-09-16,180070414261532,F,868
2019-07-31,2267666228615037,F,708
2019-02-20,372149510486926,C,894
2018-11-18,060439840715,T,887
2018-01-08,3523357978978308,F,254
2019-11-23,639095778937,E,579
2018-04-25,6011841675674684,R,17
2019-05-23,3512228577970876,C,161
2019-11-18,4939733053222,R,301
2018-11-26,630428551505,F,269
2019-11-28,180071270019865,B,456
2019-12-26,213126630576987,T,59
2019-10-17,3554412112571477,T,286
2020-04-03,5442765154762549,B,22
2017-11-16,6522851338297437,B,185
2019-11-05,348026409692452,E,338
2020-03-04,5252350207410872,E,248
2018-01-05,4666641319052,R,436
2019-03-09,340027491382182,R,266
2017-12-18,2685456557964550,C,81
2018-01-17,4437507937273281,F,945
2018-08-11,3573326552813776,R,719
2018-02-09,4127816482828054768,R,186
2018-11-28,3549226502786992,C,607
2018-01-01,630407031669,R,871
2018-05-29,4174547034763906,B,804
2019-05-23,3531282960981609,R,348
2018-02-19,4767228541292940169,B,383
2018-10-04,2591828907295112,B,11
2018-07-03,503831792273,C,694
2020-03-16,347921077728367,R,362
2019-12-12,3592174961592632,C,626
2017-10-16,347444471217267,B,422
2018-10-02,3501601027312464,R,615
2019-11-30,370781317490487,C,562
2018-10-24,180036423731773,T,766
2019-02-24,4780005522324307,T,888
2019-10-08,639023877207,T,40
2018-07-27,3563138263991433,C,878
2019-09-11,3572853683864171,T,569
2018-09-02,374113434828280,B,121
2018-10-06,30333500969513,C,27
2018-06-21,4229031856124,E,134
2018-04-06,4676062180979423116,F,787
2017-11-06,060416732760,T,954
2018-07-22,3568108194078241,C,354
2018-03-18,6575599617444974,B,166
2018-03-01,342537570469112,F,149
2018-07-15,4157057839544,C,729
2019-06-30,180005407452367,T,431
2018-09-03,3571727980575097,E,794
2019-02-07,4375372515496,C,836
2017-12-26,4858998318391973440,C,95
2020-04-06,3574354637340820,E,847
2020-04-17,4871067269472426,E,473
2018-04-21,4180340531892427906,F,701
2018-04-15,676264969566,R,191
2020-07-11,3556613912446533,R,203
2017-12-20,38742548822439,T,300
2019-09-26,370404662638135,E,123
2018-03-27,581076197481,T,449
2020-03-06,340876006559761,B,164
2019-11-18,3521626205088541,C,714
2020-03-20,180074727476993,E,86
2018-01-05,2719634933031407,E,786
2019-06-20,4277204173654261998,C,7
2019-02-27,6588584777412479,R,82
2018-08-06,4432525082224680,T,763
2018-08-08,3573811221428858,F,826
2020-08-10,4295105225927202217,F,851
2019-01-31,4274622654286329,E,705
2020-09-11,2716330295663761,R,203
2020-05-26,4149294029153,E,583
2019-04-15,3566167600877143,T,300
2019-06-16,4286369856142,R,496
2020-01-08,4544430077705774645,C,148
2019-07-27,6511968423653929,B,950
2019-12-18,213175937519687,C,841
2019-11-06,4613330179389,F,808
2020-09-10,4226223275754038913,C,708
2017-11-08,30072059401326,B,657
2018-09-27,3582500639296044,E,385
2019-05-26,4804992487295485,C,40
2019-06-20,4429703316045446,R,239
2018-12-21,30068833461834,T,605
2020-07-18,4408569041705987368,R,485
2020-02-28,4397189446122784,E,479
2020-04-15,3547963300158378,E,604
2019-05-18,3580100251651519,B,565
2019-08-03,560025241160,R,301
2017-10-15,6011623794662497,E,20
2019-02-11,377120976351461,R,907
2018-03-31,213190861478487,B,190
2020-09-12,2251973460288293,R,417
2018-03-16,584838783523,B,282
2019-11-05,2244886339573473,C,488
2018-09-28,2629000838910948,F,376
2020-05-24,4434474813211608344,T,844
2017-12-04,3565685036627775,E,442
2019-08-07,213163666976773,T,635
2017-10-26,4831322075128194,B,166
2020-02-25,675933478272,B,634
2018-03-03,213182589890218,F,381
2018-04-29,4726712868864795658,R,75
2019-09-26,180051103464884,B,392
2020-02-19,341762220015187,C,391
2020-01-29,2291182374809911,F,595
2018-07-21,4496176541221,C,261
2020-06-11,3598840885258955,C,243
2018-06-15,3516119927954957,T,261
2020-05-19,4813483340024782,F,767
2018-06-04,3530364493498300,T,767
2020-06-29,30075172500478,F,493
2019-03-25,6579249191634543,C,233
2017-11-29,2333575673102179,T,668
2018-03-21,4823542131690644,C,636
2019-11-29,4088786400894201782,T,555
2019-02-02,30399556582310,C,835
2019-08-16,3537515252407799,C,465
2019-08-21,180031187352627,F,980
2019-04-11,4465460638258,C,0
2019-05-21,588726035458,B,461
2019-02-08,3550601010259656,T,425
2019-08-02,3528600848591750,E,272
2018-12-02,5538134717755059,R,158
2019-03-09,340045966815676,F,106
2017-11-10,503889604644,R,42
2019-10-09,4321931829629043649,C,611
2018-02-05,180053978293356,T,823
2019-01-03,4731218531539387124,T,194
2017-09-29,4042049663092325550,F,86
2020-05-02,4192781305362464,E,660
2018-05-08,340373585770092,E,225
2020-02-06,501840866526,C,627
2020-08-25,6536070906495901,F,943
2017-10-17,3557960728749124,C,787
2018-04-28,4352120520649,F,772
2020-03-31,3593073707048108,F,79
2019-01-24,501827078152,E,627
2018-07-20,30343958010603,B,383
2018-04-05,3554036446546440,B,458
2019-01-07,180015049969272,E,863
2018-07-25,3527102211036498,R,645
2018-07-29,376025260882819,F,474
2019-09-14,4898906286197299756,F,891
2019-02-12,4992579141064,R,40
2017-09-19,3520754844082583,T,724
2017-12-28,4940196058450,E,198
2020-05-11,4564296643805983,B,799
2017-12-30,3551604340091889,E,982
2019-02-23,38421382027658,B,175
2017-10-14,4554145668747,B,284
2018-08-19,180047069601907,F,685
2018-08-01,30505015918172,F,647
2019-03-23,4701718737863390,T,110
2019-10-26,4034255225349462580,B,720
2019-05-15,4548203543220653503,E,912
2017-11-13,4511330002823244933,C,396
2020-01-09,2229306651659122,C,503
2018-12-23,3562834508463565,B,995
2017-10-07,4603521139390426941,F,729
2017-11-25,4272024596075,F,530
2019-01-13,4363170826720162163,F,261
2018-07-06,344129647990268,T,971
2018-07-24,4227818270456647,T,603
2018-11-25,675908749186,B,983
2017-12-11,213172707897989,C,282
2018-06-21,3599340282811117,R,774
2017-10-20,4554378475604,C,747
2017-10-23,3527163639742703,B,731
2018-07-15,502070160101,T,877
2019-06-29,3587156962688656,F,739
2020-03-26,371175166446691,B,377
2018-03-02,4135053573778736548,T,39
2018-12-27,3531328154849803,R,732
2018-08-26,4875773781698523,R,57
2018-11-06,2312663647490808,F,802
2019-08-31,630456122690,C,14
2019-01-09,4252714450249592426,C,135
2018-10-15,4954329278534571823,C,478
2019-08-05,4012302134855003581,B,922
2019-04-25,4613685432111168,C,559
2019-03-25,4267624941066141,E,272
2018-01-12,4065838891400399,C,492
2019-01-20,3532453585536875,F,759
2018-07-20,379034500898186,R,31
2020-04-03,180036542469206,E,917
2020-04-07,4802345839827289596,R,202
2019-01-06,675940243883,R,379
2020-03-22,4540195598468478556,B,959
2019-12-06,6511373050221530,E,965
2019-01-14,30320094113996,F,959
2018-03-10,213182055451297,B,535
2019-04-11,2290756211531563,B,552
2019-01-18,4567427205517019224,E,62
2019-01-04,630483358788,B,448
2020-08-28,348358853523069,C,985
2017-12-04,4192594023135801,E,274
2019-05-02,561816629894,E,521
2018-03-30,6528668500722214,T,422
2020-07-08,577987923627,T,171
2020-06-11,4026832021829104,T,177
2019-02-23,3576588152616134,F,593
2020-07-23,4692055712808004,B,278
2019-08-23,2248964323965082,C,454
2019-05-21,3569013864659453,T,112
2019-10-30,4315706272588,B,695
2019-02-27,6508817090492266,E,223
2019-04-05,3584203200049508,C,855
2019-10-11,4699598923753783485,C,960
2020-06-01,6011857226433644,E,948
2020-06-06,6011998168802337,T,388
2019-08-01,3502464338719375,C,627
2020-08-12,4074775681576674,F,299
2019-09-11,3555254498607809,E,736
2018-01-13,676339235407,C,68
2018-03-12,6011204679901134,E,530
2018-06-06,5148600438273954,E,264
2018-10-29,3551157356817226,E,278
2017-12-30,30474726768345,R,651
2018-12-07,4403326283592594,T,93
2018-11-04,38215808913024,F,369
2018-10-31,4927565265485722249,E,903
2018-11-29,4412774989569391,F,403
2020-07-30,2720258529467051,B,247
2018-01-20,4859483467101939,R,304
2017-11-09,30343379924622,F,720
2019-08-29,342505358234594,T,926
2020-01-18,4810486644157501632,B,679
2020-08-31,501887928486,C,892
2019-11-08,3515402815970769,B,440
2018-09-27,3519748908832399,B,669
2018-09-04,4502733499071358054,T,431
2018-11-03,4768679212561,E,980
2019-08-12,4697335253067,F,771
2017-11-30,4239632985190206035,E,392
2019-07-08,4587578978233,E,428
2019-08-25,4777523980464725,B,30
2019-02-27,4473395924998150,E,53
2018-11-26,6011732381514027,F,546
2020-06-20,630445756442,E,560
2018-11-29,4984857994484371,E,560
2019-09-17,676151164834,B,246
2019-11-20,4928682233078019,R,7
2019-09-18,4224261105474,F,595
2019-02-09,3539683520481547,E,299
2017-09-20,3541541143068487,B,643
2018-03-10,2470825139665233,E,307
2020-08-16,4024265781333861509,B,899
2020-03-06,3581157793929711,B,79
2018-08-18,6534707951837444,E,796
2018-05-31,4226422404674069589,T,870
2017-09-24,347533986722645,C,369
2020-07-07,4541977366963954,C,207
2018-12-03,377774007667608,R,521
2020-02-23,6508161309328403,F,725
2017-10-29,4154752136096074201,B,938
2018-10-16,3528993379022307,R,573
2019-04-07,36635599963148,T,699
2019-09-29,38697013445506,E,106
2019-01-02,4449058744197970,E,134
2020-01-25,3566681592879255,R,697
2019-01-08,3578775372931843,R,698
2018-06-28,4166604412303769659,F,125
2017-12-26,4906806740138554,B,371
2017-10-22,30261219974500,B,441
2018-10-13,4505303516071431764,E,70
2019-08-17,213146262211521,T,498
2019-05-05,4221000231990404,R,105
2018-08-11,4167886769226,B,136
2019-06-18,180016396777938,C,402
2018-08-13,213130343589667,T,563
2017-11-03,348601004640633,B,471
2018-08-16,372819381686826,T,243
2018-07-10,38967479348407,R,99
2020-04-01,379957007901436,E,517
2019-03-14,3565408165768884,T,810
2018-06-05,3581040219751218,F,263
2019-09-17,502031711521,B,978
2018-07-27,3503532118005592,R,592
2018-08-10,213185260805074,E,688
2019-02-19,4866440000892060,R,378
2019-07-09,3597860677732844,B,297
2020-03-03,4236393344862,E,523
2019-07-08,4915246746299234,C,665
2018-01-07,3541216716688280,B,44
2020-05-12,5310024255329256,F,910
2018-01-02,4344876440116088656,T,935
2017-10-10,6011760737781602,C,468
2020-03-25,4474714017206380200,F,330
2020-08-24,3521763129625460,C,504
2017-12-19,4330356076377711,R,528
2018-08-17,4630774273651638,B,454
2019-11-02,501880471963,R,860
2018-09-29,2720967553037867,E,163
2020-05-17,2294834339999727,E,955
2020-01-14,3577498146011955,T,501
2018-05-24,4819828304664524,E,253
2019-05-28,503817992251,E,163
2017-10-01,6567622059466113,R,957
2020-06-21,375622373700838,B,478
2017-09-22,180013380370002,B,245
2020-06-10,4264045980476927791,R,269
2018-02-21,4945329501540341,T,266
2019-02-28,3509500539837012,E,900
2020-02-14,3554475848534119,B,125
2020-09-07,4024078951197,B,320
2020-02-27,30593854040878,T,852
2018-12-24,3553363652348787,F,940
2018-12-05,4084689218772417,C,212
2018-05-26,4238762013524969378,T,713
2018-10-10,3554893666929932,R,642
2019-10-04,2439897062361205,E,293
2019-02-09,3550997367402661,E,208
2020-08-23,676170122987,F,434
2017-12-27,213147655864967,T,195
2019-11-27,347733579237338,B,460
2019-12-05,30402059446973,T,571
2019-01-10,4576196552944300655,C,135
2019-12-22,2252058267576360,B,245
2020-08-11,213113451577575,T,992
2019-02-11,180039112622436,R,32
2017-12-19,503819391486,T,767
2018-05-12,2290189681614802,T,550
2018-09-13,4902227815801253,E,432
2019-08-08,3556553236134656,F,743
2019-06-18,564263494242,T,693
2018-07-26,30595250700187,C,577
2020-01-14,4606230117431325590,F,605
2020-06-08,676191861951,C,202
2018-05-18,4783449976320,T,491
2019-09-17,502057421534,R,110
2019-04-27,213123489714355,T,212
2020-06-06,4555275748156220,R,93
2019-09-18,30133396547047,C,862
2019-10-05,180015793405705,R,117
2019-03-01,6562363758071657,R,774
2019-11-17,3543757453045182,E,792
2019-11-24,343032824763899,F,881
2018-10-20,676139510116,B,179
2019-11-10,3559462347258148,B,9
2020-04-15,2240262136572718,B,164
2019-07-14,213166591820867,C,550
2019-09-17,4006010451725142,C,491
2019-10-05,6560625801089643,R,838
2018-08-01,4944954749319736,E,489
2019-05-07,4431277643234615,C,478
2020-08-09,30584664219984,E,987
2020-07-15,30257743982365,R,161
2020-06-20,3529649945820959,F,957
2017-12-19,639018784459,B,916
2019-05-01,341320491039012,E,84
2020-06-01,30323668765779,T,901
2019-01-21,4616704152004540,B,370
2020-08-06,2276332256003831,C,577
2019-08-12,3585231381695517,R,421
2017-11-24,4303197795606,E,735
2018-05-26,4010279556359529,F,183
2019-11-30,371506517996770,C,372
2019-08-11,586829387529,T,716
2018-04-29,3563795729639797,T,578
2018-07-18,4326564155243914855,F,505
2020-02-28,582997539025,C,148
2018-12-29,213123057577366,R,836
2019-01-01,2247629871534827,F,806
2018-07-27,4494869271325998,E,846
2017-11-22,501841165563,F,561
2019-03-14,4315449243334,B,848
2017-11-05,3549893808614515,F,807
2018-12-22,5509940724421567,T,807
2019-07-12,30029930717684,T,675
2020-06-09,4047372634117580467,C,373
2019-06-19,3500834052589349,C,400
2020-08-07,4620809068811,C,818
2020-04-12,4008068324176214221,E,466
2018-03-24,3514863509417519,C,420
2018-09-19,4226850626672532108,B,908
2018-06-30,3528708650483410,B,747
2020-05-09,676255215417,F,322
2020-01-03,4587743232157014,T,921
2019-03-20,4772405063194614706,C,136
2019-06-30,349902586954635,C,885
2020-05-25,4896567493601659,F,835
2019-03-02,180011900871038,B,515
2020-01-24,30443571669452,T,519
2020-05-27,4684011179544566,F,502
2017-12-27,4707760517649443719,B,815
2018-12-13,349376517301689,R,567
2019-10-09,348545380532411,F,482
2020-04-06,38561065102144,T,852
2018-03-22,4712563367422225,E,740
2017-10-28,4158672438538877524,C,659
2018-03-30,3567376571931974,F,536
2018-05-27,30131358018825,R,872
2018-10-08,6011279954539494,T,576
2019-11-24,4789554895454700243,C,289
2018-03-02,4085379902988888,B,813
2018-03-06,2709302970809083,F,986
2019-12-28,4899325182557712879,R,95
2018-11-11,3507435234533693,E,188
2020-03-30,379168163537986,F,318
2019-10-27,3533916924717934,F,491
2018-11-16,370973819988494,C,52
2018-10-28,2446931480377682,E,88
2017-12-14,4057886563890744,F,16
2018-11-05,4531974738767,F,422
2019-08-25,6519021375301279,T,130
2019-05-12,346185008276869,E,22
2020-09-06,4503195795803719,B,221
2019-05-05,379085101914103,R,95
2018-07-11,3570772838891727,R,438
2019-10-05,6559135861909667,E,641
2018-01-02,6583573855902308,B,354
2018-05-31,5276897635511822,F,275
2018-11-09,6011361180827099,R,645
2019-09-12,4293953155638917,C,166
2020-05-09,639017857744,R,520
2020-07-12,6576903639218508,F,861
2019-12-31,4656323326875866,B,433
2019-10-19,4928910882500540,T,153
2018-09-03,3527042067439109,E,378
2017-12-05,6011358159226865,R,147
2019-08-10,3589411157150139,R,455
2018-11-23,502014533199,C,628
2018-10-12,4604496548583378,T,851
2017-09-26,180010726205967,T,652
2018-06-25,6011087184128974,F,42
2018-09-10,30317326671403,R,338
2019-06-22,676235037576,R,505
2018-06-23,3500120783484053,C,495
2018-03-18,213175987233973,F,859
2019-08-05,2706591137961927,R,116
2019-03-05,3538876266722931,C,14
2019-12-22,30116361016817,B,271
2018-11-18,2237327996846182,F,70
2019-10-07,4556140152551044,C,494
2020-08-19,4731756180681558,T,249
2020-02-21,502035442404,T,467
2018-08-16,2709834870027978,R,877
2019-09-23,4327263840542890524,B,540
2018-07-08,213180275963109,F,236
2019-10-15,4019009266713058,B,766
2019-11-16,4787431192793840,F,234
2018-04-03,4834366182246560,T,475
2019-05-23,4840514850374,T,438
2018-05-27,4473756978738489,T,318
2020-08-15,3509834417562941,T,466
2019-06-05,2595721339838714,R,498
2019-11-01,630449379746,C,361
2017-10-26,30286810727379,E,169
2019-12-07,30421168176412,F,552
2019-12-19,4583292302057,R,89
2018-12-31,4052864686788982740,R,244
2019-01-14,4595229667704480793,E,888
2018-03-05,4728575539616,R,642
2020-08-29,4194164676883335,C,165
2020-05-22,2337442633402221,F,270
2020-05-03,4454373489084524775,F,904
2020-09-08,30108114250736,C,275
2020-08-19,4514901654985878,F,273
2018-05-14,213111597553484,T,773
2020-04-12,6011922597567097,C,239
2018-12-09,3527251065855626,R,169
2018-05-31,4700852335537659,F,220
2018-04-27,4198481742098615,T,832
2017-10-01,3594033970629199,E,569
2017-11-18,4264785113651862,E,135
2019-11-21,3557378689941715,T,129
2019-02-13,6011550316469236,E,52
2020-08-29,4762387242671445,E,397
2018-09-05,6595614977505136,T,382
2018-12-04,6011575310146159,E,392
2018-03-06,6558003804725171,C,534
2017-11-07,4393860860159,T,515
2019-12-16,3501512873198859,R,424
2020-04-03,213136954274556,E,287
2019-07-09,4631811379629229720,C,10
2018-08-02,4057458772226068,E,982
2018-08-27,4754468323070473,C,94
2020-01-23,349600401687949,C,558
2018-08-01,30279490016502,C,974
2017-11-24,4728845025443574,C,948
2018-05-07,36659600140488,C,654
2020-01-11,4291537736768316319,B,926
2017-10-17,3536267065582712,E,589
2020-08-24,4297473295353869,C,251
2018-07-20,4841397904510,B,982
2020-06-18,6597308275332727,F,335
2019-09-23,4118408569149566,T,832
2018-04-15,30225498558128,E,410
2019-08-04,4065868018523,E,266
2018-11-15,6011459144761113,F,791
2017-09-21,4617577936872,B,405
2020-03-12,501856018624,T,379
2017-12-08,3564893851419101,E,469
2019-02-07,6569829471829780,E,269
2018-05-27,213170279015717,E,983
2020-09-07,213173325704896,T,267
2018-04-19,4110694851907251383,C,763
2020-09-11,30560406481397,C,125
2018-05-05,3582299173490507,C,257
2020-07-11,3545032318199386,T,515
2020-05-17,4970323376344807791,T,731
2018-12-05,2417084930360679,B,863
2019-05-08,6011825309815342,R,589
2019-11-11,4438397297432563,F,425
2020-04-06,4061578800828553,F,567
2018-02-16,4156370972284625,F,291
2018-05-17,4080136826518042,T,77
2018-02-12,4429774046172131,E,667
2020-04-26,4714315859365,B,447
2020-04-26,372290394740945,T,37
2019-04-03,30205188455850,F,618
2020-08-04,2376972820958611,T,475
2018-12-06,30158012401451,C,940
2018-08-09,4203084332107169,T,648
2020-07-01,4198308021789152,E,372
